size,rel2,rel4,speedup
8,31.0035623439637,1.63676343916201,18.9419934500962
9,23.0236843367442,1.55019707211861,14.8521015494361
10,20.8464275202564,1.52725723153741,13.6495850795686
11,280.324183098903,1.56435086736902,179.195210579811
12,31.3217344925748,1.54102540511759,20.3252551116668
13,238.564872414651,1.5142891238375,157.542485552615
14,220.196265658982,1.40227308701968,157.028090817157
15,24.4004823296537,1.51632067661145,16.091901077404
16,41.613223688593,1.41958755282134,29.3136014090073
17,75.6522121597436,4.38124782902846,17.2672752402868
18,31.659967533097,5.19758925027499,6.09127924670499
19,428.745816685474,11.0372843127242,38.8452271897355
20,31.1467155085507,1.50172187974857,20.740668381129
21,243.187456369924,5.79700866099656,41.9505076827189
22,297.173923636788,4.89193999730343,60.7476632584616
23,338.913321074374,8.88142754852406,38.1597799703602
24,39.9146205525711,4.80993853354735,8.29836395500337
25,30.844757712075,1.45579836111016,21.1875205633241
26,254.636204069331,4.61884540213681,55.1298391480107
27,35.8707950145261,5.025285774866,7.13806072361777
28,256.327406474509,4.29205300130751,59.721398220484
29,136.255087213481,3.60365033698868,37.8102963583696
30,34.4694643926202,4.22661227826201,8.15534099730437
31,140.631775111143,3.70681317795991,37.9387275159471
32,55.796267061807,1.53996138286642,36.2322508100497
33,365.283997243452,4.70208669204362,77.6855088319718
34,99.4332853296993,6.87360486240698,14.4659588847649
35,296.647448889548,6.19788716426123,47.8626733639329
36,22.1364583157872,2.20197339103689,10.0530089990612
37,312.918980821529,4.27237236251994,73.242441030342
38,531.142250661184,13.1362383584803,40.4333597005946
39,357.94137972657,4.47059144754442,80.0657774092012
40,20.4687655988403,1.88201220199891,10.876000472845
41,279.270424648104,3.54659664218119,78.7432157710355
42,318.924524672781,4.14994140804612,76.8503680689162
43,281.747643338043,4.06448791039616,69.3193458928462
44,424.1869719843,4.88827996227309,86.7763252633039
45,40.0534922145836,4.13065578851163,9.69664243774129
46,427.682735934799,10.7107268012327,39.9303188169804
47,256.424329809441,6.64590987404611,38.5837808019095
48,30.1298650675711,2.21984675642496,13.5729482138194
49,371.29467467343,6.79095103147479,54.6749156270673
50,45.9285788055788,3.76573523012641,12.1964439873902
51,108.93295754923,6.5767137346704,16.5634330372279
52,418.450271063551,4.6358703902462,90.2635828525239
53,233.262880194168,4.26660400045692,54.6717905315767
54,30.8789814952158,3.32955411810945,9.274209218365
55,519.369414156701,4.90764204091986,105.82870751905
56,338.902214071608,4.36027235295829,77.7250104208914
57,481.308370331345,13.1161994235707,36.6957191476062
58,228.591352563704,5.72930040117016,39.8986501941871
59,211.712173908992,5.49540482226518,38.5253099191562
60,26.415368131313,2.14231319678089,12.3303017369288
61,217.957897546566,3.64562736745699,59.7861151395193
62,217.582717709118,5.42006629572176,40.1439218337353
63,399.561169721661,5.95303222745183,67.1189327481083
64,77.1386234280048,2.19715772781031,35.1083686217107
65,481.857605313242,4.69757132547056,102.575899742187
66,524.756015432184,5.18566481752392,101.193585373832
67,493.973069731807,4.36885772689544,113.066870246386
68,129.768483217381,6.72846159270372,19.2865012944564
69,451.222572680023,10.7982225457984,41.7867450653344
70,412.985101384841,4.4137334021936,93.5682026421418
71,446.168666714429,3.52618788072942,126.530032376532
72,43.3313245255458,3.42810248293288,12.6400318372262
73,422.209119515195,3.77233597095442,111.922459390163
74,438.762564712467,5.66676561614072,77.4273358797008
75,56.3774648955331,3.59735767593472,15.6719097666273
76,546.277651021967,13.5352193701864,40.359719047128
77,555.351526550351,5.33531469468432,104.089741342466
78,483.562604732599,4.90865287355765,98.5122837545706
79,421.277925273441,4.05189514945009,103.970589004658
80,32.5702339374315,2.29366377665251,14.2000908193119
81,60.8374213913291,6.02230511579752,10.1020157932122
82,391.400568530886,4.74294180424299,82.5227432014331
83,376.43862980617,6.43201931606345,58.5257306155852
84,258.660069203734,2.95991650669191,87.3876234748325
85,147.352980120585,6.68779503122347,22.033118454234
86,371.070479141964,5.09480975517009,72.8330393034619
87,242.132373957657,6.12549523669456,39.5286200709408
88,551.401191875935,5.69908677196007,96.7525524596098
89,502.646686053713,6.0849103185434,82.6054386573171
90,35.490493816823,2.886158536488,12.296792905912
91,478.318094027619,5.05503643457953,94.6220863524606
92,460.329737004008,10.8497727426219,42.427592533405
93,231.280967852096,5.72917887747017,40.3689556214769
94,349.468105493579,8.4761250732814,41.2297013637964
95,602.254428424729,13.1754544213742,45.7103344722372
96,48.3820658264393,2.21747325535186,21.8185566430934
97,361.023447620726,2.82363817519637,127.857545910824
98,448.542659597839,4.81597455498339,93.136426382009
99,516.505095013952,5.40387864511537,95.5804393351481
100,39.1023293337295,2.40981148522821,16.2263021706972
101,307.671136213038,2.7574790075825,111.576964091841
102,149.505035197283,6.89374551808903,21.6870545634423
103,406.730452669845,7.08064824241602,57.4425446293689
104,500.501671424073,5.31987717037946,94.0814337238492
105,425.162572970627,4.74143707007673,89.6695593945206
106,305.97788291228,5.20765860122859,58.7553651923523
107,383.150072000661,6.70958502449636,57.1048836257084
108,49.2275128714945,3.53973794321518,13.9071065884557
109,326.228891955307,4.42092542277739,73.7919916663869
110,565.622120091478,5.73825576447872,98.5703919983533
111,639.112844687001,6.10011551312085,104.770613492863
112,273.996433022369,3.16891395029057,86.4638287187461
113,409.337945427271,4.93010978201938,83.0281603302565
114,613.23874996535,10.395843600868,58.9888395314211
115,500.922741873498,10.6860811063151,46.8761875274812
116,296.500529084055,6.67424636799331,44.4245706160831
117,451.719074313888,4.95426533168229,91.1778122631355
118,259.845133913181,6.28971626447753,41.312695674479
119,154.671595437838,6.90173763511877,22.410529581827
120,46.499174900736,2.89426726052016,16.0659575344052
121,610.328310244978,6.26484536902882,97.4211292208783
122,259.930403508287,4.0919402715776,63.5225311849612
123,573.313354046854,5.10297348419401,112.348879691936
124,289.453788865766,6.31544279159588,45.8326990549181
125,71.0629719495507,3.50390856959131,20.2810577211606
126,297.680059140862,3.45310154210278,86.2065755991608
127,307.710885330496,4.40920991472868,69.7882140522746
128,56.4045482855623,1.97222531830717,28.5994443748325
129,549.339852550991,5.50354284542707,99.8156765523213
130,497.35505670896,5.27719651045514,94.2460747337349
131,695.928907841214,4.09163858870681,170.085625294967
132,395.531989644992,3.90619502086852,101.257614515378
133,617.28480992687,9.14001831552102,67.5364959475666
134,618.695555789857,5.20017639419773,118.975878679844
135,49.9844159596429,3.3877707853077,14.7543677324388
136,188.083940308365,7.09931909507802,26.4932365751476
137,719.295889668846,7.06490245547373,101.812571964324
138,502.525446836379,10.9852975303071,45.7452741220685
139,872.942812789777,11.3013142084304,77.2425929135383
140,332.551356100159,3.10424242223272,107.1280238033
141,491.668951166375,8.76619662786181,56.0869179689276
142,587.18482651983,4.46790832478531,131.422756206182
143,523.972874511054,5.8245516014578,89.9593497257215
144,67.7299881544339,3.50715038463533,19.3119714658248
145,312.101861576098,6.94831294503479,44.9176460595552
146,546.709253613293,4.69215341661894,116.515638997848
147,417.177229780238,7.30798337339484,57.0851366875022
148,662.169036336561,6.64018888432046,99.7214157416738
149,701.786347622189,9.14085381725311,76.7747041635855
150,65.1752883721421,3.00552919715258,21.6851290061959
151,700.753969942058,3.60450366623251,194.41066921552
152,503.801432706304,7.05263643530718,71.4344823141817
153,181.329392680331,6.85940760788887,26.4351388699787
154,541.043311835516,5.59613344161645,96.6816316087049
155,288.826578404247,6.46731080362966,44.6594554017952
156,386.526618980629,4.0998314722036,94.2786603793928
157,834.542331338152,5.7246650871687,145.780114405068
158,538.769792982785,4.89504689855652,110.064276021882
159,435.714709146841,5.55165816743913,78.4837063100064
160,63.7782579786892,2.64838201887133,24.0819706236602
161,544.872701910037,10.136592540599,53.7530437104697
162,65.8962179141201,4.82006775077625,13.6712223398743
163,602.396566061772,5.16534007927235,116.622827697074
164,578.970676300861,5.47963781865232,105.658566398327
