size,rel2,rel3,speedup
8,31.0035623439637,1.60179621985251,19.3554972597066
9,23.0236843367442,1.66189572106003,13.8538682331155
10,20.8464275202564,1.6704457890217,12.4795594429108
11,280.324183098903,1.66903548230462,167.955796069613
12,31.3217344925748,1.75715822071013,17.8252214987883
13,238.564872414651,1.71401406562686,139.184897719845
14,220.196265658982,1.58283648010676,139.114980243651
15,24.4004823296537,1.74684872552867,13.9682858470009
16,41.613223688593,1.56244851339704,26.633340767254
17,75.6522121597436,4.32717843474614,17.4830350309282
18,31.659967533097,5.79057788675042,5.46749705336648
19,428.745816685474,13.6718289490855,31.3597996494941
20,31.1467155085507,1.59926217619969,19.4756782046608
21,243.187456369924,6.36737049944889,38.1927604795374
22,297.173923636788,5.30746580371016,55.9916793866199
23,338.913321074374,10.9035602953895,31.0828125761529
24,39.9146205525711,5.19354290947141,7.68543193891385
25,30.844757712075,1.78291523923087,17.3001817660054
26,254.636204069331,5.28169754457152,48.2110537228781
27,35.8707950145261,5.6036876859799,6.40128376609438
28,256.327406474509,4.94166067109643,51.8707016800562
29,136.255087213481,4.53873045026054,30.0205285831987
30,34.4694643926202,5.06176103743359,6.80977709886061
31,140.631775111143,4.6294738744236,30.3774854175309
32,55.796267061807,1.78968473038739,31.1765899962334
33,365.283997243452,5.16981457496605,70.657079078286
34,99.4332853296993,7.60348880801081,13.0773238233664
35,296.647448889548,6.93806530354674,42.7565086102463
36,22.1364583157872,2.37263127558175,9.32991929407973
37,312.918980821529,10.6566226578152,29.3638041684852
38,531.142250661184,16.58988885936,32.0160222388419
39,357.94137972657,5.16824933257253,69.2577615152328
40,20.4687655988403,2.24605178340342,9.11322069690848
41,279.270424648104,9.49360103288939,29.4167011738334
42,318.924524672781,4.79497553245626,66.5122319215274
43,281.747643338043,9.55388805977194,29.4903647159509
44,424.1869719843,5.42064671247213,78.2539417314002
45,40.0534922145836,4.93418832188685,8.11754428523049
46,427.682735934799,13.5149670434498,31.645118671753
47,256.424329809441,8.69915013522599,29.4769403704261
48,30.1298650675711,2.65512890518668,11.3477974680301
49,371.29467467343,7.62288913434979,48.7078675984312
50,45.9285788055788,4.70637945514524,9.75879213380627
51,108.93295754923,7.27235644459564,14.9790454275907
52,418.450271063551,5.47055989179423,76.4913060711063
