rel2,rel3,speedup
31.0035623439637,21.1433970940118,1.4663472575438
23.0236843367442,10.9284704465462,2.10676182448025
20.8464275202564,8.43711760729872,2.47079968426927
280.324183098903,1.67440325644213,167.417366169337
31.3217344925748,16.997410745701,1.84273563551417
238.564872414651,1.63349471368707,146.045696025652
220.196265658982,6.80582459796996,32.3540906012569
24.4004823296537,8.05938108991602,3.0275876096967
41.613223688593,22.845840851164,1.82147919000638
75.6522121597436,38.3947173570711,1.97038075462771
31.659967533097,13.6679428291178,2.31636669313905
428.745816685474,117.821087628618,3.63895653413859
31.1467155085507,11.7470316558796,2.65145412228128
243.187456369924,6.3462483275987,38.3198771646463
297.173923636788,5.33583647241035,55.6939713526389
338.913321074374,91.1426420009795,3.71849349145191
39.9146205525711,17.0613062579703,2.3394820976222
30.844757712075,8.00933754987466,3.85109973452895
254.636204069331,5.17769308272402,49.1794704709235
35.8707950145261,13.4528482806725,2.66640894672551
256.327406474509,9.2896462837598,27.592805866314
136.255087213481,36.4046594898679,3.74279251949612
34.4694643926202,10.3983137298377,3.3149090600826
140.631775111143,37.3827650533443,3.76194149658179
55.796267061807,24.8742425738626,2.24313431438659
365.283997243452,5.1307018977268,71.1957163999908
99.4332853296993,42.8177133412736,2.32224650898982
296.647448889548,6.73751616465583,44.0292003224754
22.1364583157872,7.19578180143054,3.07631038942653
312.918980821529,62.034049688856,5.0443100586055
531.142250661184,122.788477860653,4.32566849850482
357.94137972657,5.04889819775385,70.8949488991104
20.4687655988403,6.01579563844752,3.40250348067385
279.270424648104,54.1054863143249,5.161591618005
318.924524672781,8.48163644377719,37.6017678648286
281.747643338043,54.2643223327939,5.19213419104605
424.1869719843,7.39256837178648,57.3801892185667
40.0534922145836,9.92223498086788,4.03674094514139
427.682735934799,97.7607931881241,4.37478790819338
256.424329809441,48.9762335847427,5.2356890483576
30.1298650675711,9.83801882374295,3.06259477719803
371.29467467343,7.46464578926852,49.7404277651349
45.9285788055788,10.1380076754654,4.5303357696926
108.93295754923,43.7222057457359,2.49147900228831
418.450271063551,6.84958007768998,61.0913758679164
233.262880194168,44.0468043597988,5.29579576962603
30.8789814952158,8.36830377726286,3.68999289666273
519.369414156701,5.59410641161449,92.8422478840204
338.902214071608,9.98240210504665,33.9499662010483
481.308370331345,125.049713257737,3.84893621738526
228.591352563704,50.1711130647591,4.55623442654434
211.712173908992,37.4137320631106,5.65867563149993
26.415368131313,6.39692512049681,4.12938523333246
217.957897546566,38.7325048772451,5.62726057189796
217.582717709118,47.0886452274134,4.6207045596302
399.561169721661,8.02274355230238,49.8035574883849
77.1386234280048,25.301599237488,3.04876473237758
481.857605313242,5.39551211417611,89.30711211772
524.756015432184,6.6090888477682,79.3991467688299
493.973069731807,64.4965841864878,7.65890280799236
129.768483217381,46.2463934891008,2.80602385238893
451.222572680023,99.8304279468651,4.51989019740742
412.985101384841,8.51042365714818,48.5269732768194
446.168666714429,58.1996536549202,7.66617391505232
43.3313245255458,10.5238232000538,4.11745082579154
422.209119515195,55.1787943807507,7.65165539141399
438.762564712467,77.6886538679287,5.64770456002967
56.3774648955331,9.7944617910825,5.75605542173463
546.277651021967,130.339618231458,4.19118652052427
555.351526550351,6.14181768791621,90.4213629855838
483.562604732599,6.27519830788696,77.0593343838769
421.277925273441,54.7106115834114,7.70011361746823
32.5702339374315,7.49344519937004,4.34649658079432
60.8374213913291,13.8272629245088,4.3998166320751
391.400568530886,68.7371305925086,5.69416507725947
376.43862980617,48.597104267363,7.7461123554841
258.660069203734,5.6156838816292,46.0602973130127
147.352980120585,45.658942380548,3.22725346751266
371.070479141964,64.575255372499,5.74632615854886
242.132373957657,55.6264398722664,4.35282887982152
551.401191875935,7.7845570955556,70.8326992926475
502.646686053713,64.8536851941561,7.75047222912485
35.490493816823,6.55787522061015,5.41188915966001
478.318094027619,5.89864068132478,81.0895458579099
460.329737004008,102.458861238314,4.49282503670722
231.280967852096,51.1460083431805,4.52197493693433
349.468105493579,58.8400635419965,5.9392883769432
602.254428424729,128.260463996779,4.69555784890856
48.3820658264393,12.2081371707418,3.9630997874428
361.023447620726,46.5526444197923,7.75516519244679
448.542659597839,8.87771548708946,50.5245589645375
516.505095013952,6.34157191464685,81.4474868322478
39.1023293337295,6.88974300774294,5.67544091119
307.671136213038,38.8597684111634,7.91747220306779
149.505035197283,46.075330596926,3.24479571302864
406.730452669845,51.7136370689051,7.86505215496451
500.501671424073,7.1964546876157,69.5483669598283
425.162572970627,8.26008888378508,51.4719125850135
305.97788291228,50.1146474035824,6.10555793096147
383.150072000661,48.8880148394464,7.83730068113766
49.2275128714945,9.94858775910732,4.94819104615424
326.228891955307,41.6007302348353,7.84190301741704
565.622120091478,6.69114998478339,84.5328712370493
639.112844687001,81.168333235561,7.87391854939552
273.996433022369,6.80229169805695,40.2800181445666
409.337945427271,51.800080694032,7.9022646286038
613.23874996535,131.195368903918,4.67424082944926
500.922741873498,103.062512997025,4.86037771937463
296.500529084055,61.0563233119128,4.85618053955443
451.719074313888,5.90449402102723,76.5042817733773
259.845133913181,42.4912736635492,6.11525876985154
154.671595437838,45.5662127927479,3.3944360515837
46.499174900736,7.77200992661668,5.98290215012349
610.328310244978,7.23088898520026,84.4057088269728
259.930403508287,42.3111221177822,6.14331151002599
573.313354046854,72.5721356937633,7.89991018682564
289.453788865766,57.1845845523218,5.06174506874184
71.0629719495507,9.3338918146885,7.61343428447722
297.680059140862,6.03523526140875,49.3236876852713
307.710885330496,38.5446683960375,7.98322824233014
56.4045482855623,14.5552186478495,3.87521133486346
549.339852550991,69.1365616761042,7.94572132650415
497.35505670896,6.24090340111878,79.6927984207865
695.928907841214,63.5045028887033,10.9587332580319
395.531989644992,4.81100614498461,82.213985541741
617.28480992687,129.310478969256,4.77366424474872
618.695555789857,73.8401929815087,8.37884532540148
49.9844159596429,7.16745433189526,6.97380320056057
188.083940308365,47.0303288477974,3.99920529828857
719.295889668846,65.2745882897077,11.0195392803766
502.525446836379,104.136793894818,4.82562817656885
872.942812789777,78.9107823330417,11.0624022089343
332.551356100159,6.31357018970745,52.6724731186632
491.668951166375,61.4190295096897,8.00515662802533
587.18482651983,69.7214558518479,8.42186697546229
523.972874511054,6.91180732267227,75.8083739968135
67.7299881544339,11.7855365164878,5.74687355638674
312.101861576098,63.3047183275752,4.93015165095756
546.709253613293,64.7808240477973,8.43936861948396
417.177229780238,8.21961300603236,50.7538772779293
662.169036336561,88.94069268714,7.44506273035025
701.786347622189,63.4072655614918,11.0679169241513
65.1752883721421,7.82904165164072,8.32481052881912
700.753969942058,63.1930609406903,11.0890968013046
503.801432706304,106.754162305161,4.71926735058973
181.329392680331,45.6179916730402,3.97495343460056
541.043311835516,6.7733796405604,79.8778956070373
288.826578404247,57.9968071324767,4.98004274174107
386.526618980629,5.1200721854183,75.4924159236342
834.542331338152,74.9788400355254,11.1303713280006
538.769792982785,63.520429375299,8.48183487236147
435.714709146841,54.1319802229049,8.04911823570195
63.7782579786892,9.44778124063422,6.75060697895751
544.872701910037,102.021135670363,5.34078255774918
65.8962179141201,10.438496503251,6.31280739458956
602.396566061772,53.4945470807782,11.2608966508705
578.970676300861,77.511291882606,7.46950105254001
545.964865486633,6.56834209949459,83.1206501148354
481.151118987848,56.1738825920493,8.5653883403806
698.678541154153,61.2400270808084,11.4088542160868
344.667718728519,6.70343193802766,51.4166059885334
517.912065422364,7.51625390368988,68.9056107016436
187.773527222397,46.6720928525767,4.02325063535329
684.342512136198,126.457817886072,5.41162676674314
